id,name
89,록시캄캡슐(멜록시캄)
90,아서프릴정4밀리그램(페린도프릴-t-부틸아민)
91,토파메드정100밀리그램(토피라메이트)
92,브로멜린장용정45밀리그램(브로멜라인)
93,후로목스정100밀리그램(세프카펜피복실염산염수화물)
94,카도파민정(데노파민)
95,바난정(세프포독심프록세틸)
96,미오날정(에페리손염산염)
97,씨제이케이완정(피토나디온)
98,알타민캡슐150밀리그램(디-페니실라민)
99,엘칸츄정(엘-카르니틴)
100,일동울굿캡슐(베넥세이트염산염베타덱스)
101,벤디핀정(베니디핀염산염)
102,콤비백정
103,메바로친정10밀리그램(프라바스타틴나트륨)
104,씨제이아도나정(카르바조크롬설폰산나트륨)
105,가스트로카인정(옥세타자인)
106,메테스캡슐(비페닐디메칠디카르복실레이트)
107,헤르벤서방캡슐180밀리그램(딜티아젬염산염)
108,비타메진캡슐50밀리그램
109,코디핀정2밀리그램(베니디핀염산염)
110,코디핀정4밀리그램(베니디핀염산염)
111,코디핀정8밀리그램(베니디핀염산염)
112,글리매핀정(글리메피리드)
113,엘프연질캡슐
114,페나족스캅셀(암페낙나트륨)
115,"시노트림정(수출명:코트리메디코어들츠정,박트리메디코어들츠정)"
116,로텐연질캡슐
117,일동세팔렉신수화물캡슐500밀리그램(수출용)
118,테라팜정2밀리그램(테라조신염산염수화물)
119,핀베린정(브롬화피나베륨)
120,베이슨에프디티정0.2밀리그램(보글리보스)
121,파목신캡슐250밀리그램(아목시실린수화물)
122,파목신캡슐500밀리그램(아목시실린수화물)
123,동화오플록사신정
124,동화락테올캡슐(락토바실루스아시도필루스균틴달화동결건조물)
125,엘프라이드정(레보설피리드)
126,아로나민골드정
127,사미온정30밀리그람(니세르골린)
128,샤이닝정
129,씨이멕스연질캡슐
130,헬스칼정
131,일동캅토프릴정12.5밀리그람(수출용)
132,일동캅토프릴정25밀리그람(수출용)
133,와이비탈캅셀500밀리그람(시클라실린)(수출명:일클라신캅셀500밀리그람)
134,"일동록시트로마이신정(수출명:록손정,일록손정,일록솜정)"
135,치오큐정(치옥트산)
136,아목타심정375밀리그램[아목시실린·클라불란산칼륨(2:1)]
137,유한메트포르민서방정500mg(메트포르민염산염)
138,헬민200연질캡슐(아르기닌티디아시케이트)
139,에트라빌10밀리그램정(아미트리프틸린염산염)
140,동화디트로판정(옥시부티닌염산염)
141,암브렉트정(암브록솔염산염)
142,메녹틸정(옥틸로늄브롬화물)
143,뉴로칸정(아세틸-L-카르니틴염산염)
144,레보펙신정(레보플록사신수화물)
145,엑세라민정
146,셀크텐연질캡슐
147,동화진비셀연질캡슐
148,메녹틸정40밀리그램(옥틸로늄브롬화물)
149,동화폰도실린250밀리그램정(피밤피실린)
150,동화세프라딘캡슐(세프라딘수화물)
151,동화덴티프로연질캡슐(옥수수불검화정량추출물)
152,유프린정<코트리목사졸>
153,비텐지연질캡슐
154,콜민-에이정
155,영진아스피린장용정
156,썰피란정(레보설피리드)
157,아푸라스정100밀리그람(트록시피드)
158,판키아제정
159,후루테날캡슐(소브레롤)
160,하이메틴정400밀리그램(시메티딘)
161,시렌탈정(실로스타졸)
162,영진아테놀올정
163,영진세파클러캡슐(수출명 : 세파클러캡슐250mg(사와이))
164,에트라빌25밀리그램정(아미트리프틸린염산염)
165,동화큐아이츄정
166,동화큐아이츄정
167,옥사틴정(옥사토마이드)
168,뉴로케이정(메만틴염산염)
169,레바핀정100밀리그람(레바미피드)
170,저니스타서방정16밀리그램(히드로모르폰염산염)
171,티지씨정2밀리그램(테라조신염산염수화물)
172,심바틴정40밀리그람(심바스타틴)
173,로도핀정25mg(죠테핀)
174,로도핀정50mg(죠테핀)
175,로도핀정100mg(죠테핀)
176,벤팍신오알서방정75밀리그람(염산벤라팍신)
177,메가펜틴캡슐100밀리그램(가바펜틴)
178,판토메드정20밀리그람(판토프라졸나트륨세스키히드레이트)
179,클로비어정(팜시클로비르)
180,클로피정(클로피도그렐황산수소염)
181,이토피드정(이토프리드염산염)
182,판토프라정20밀리그람(판토프라졸나트륨세스키히드레이트)
183,제타골드정
184,세작캡슐(플루옥세틴염산염)
185,아코니발정(정제부자)
186,나트릭스서방정(인다파미드)
187,세포세틸정(세프포독심프록세틸)
188,진셀몬에스이정
189,토파메드정25밀리그램(토피라메이트)
190,벤디핀정8밀리그램(베니디핀염산염)
191,일동세파클러수화물캡슐
192,하이메틴정(시메티딘)
193,엘자탄정(로사르탄칼륨)
194,알포셀연질캡슐(콜린알포세레이트)
195,동화은행엽엑스정120mg
196,티파미드정(티로프라미드염산염)
197,알카라민정
198,큐엔비타연질캡슐
199,제메프라캡슐20mg(오메프라졸장용성과립)
200,프라스탄정40밀리그람(프라바스타틴나트륨)
201,탐로신서방정(염산탐스로신)
202,암로텐정(암로디핀니코틴산염)
203,하이메틴정300밀리그람(시메티딘)
204,싸이신정500밀리그람(염산시프로플록사신)(수출명:이프로맥스정500밀리그람)
205,나트릭스정(인디파미드)
206,트리민정4밀리그람(페르페나진)
207,카미신정(미데카마이신아세테이트)
208,씨라클정250밀리그람(클래리트로마이신)
209,큐란정75밀리그램(라니티딘염산염)
210,후루케어캡슐200밀리그램(아세틸시스테인)
211,일동비타민씨정1000밀리그램(아스코르브산)
212,알피움정(시메트로퓸브롬화물)
213,판프라졸정40mg(판토프라졸나트륨세스키히드레이트)
214,멜브렉스정7.5밀리그람(멜록시캄)
215,아세브로캡슐100mg(아세브로필린)
216,벤팍신오알서방정37.5밀리그람(염산벤라팍신)
217,리드로퀸정5밀리그램(리세드론산나트륨일수화물)
218,세로파질정(세프프로질수화물)
219,설포피린캡슐(아세브로필린)
220,지미콜정(수출명:Rhinotux)
221,디에타민정(염산펜터민)
222,아달라트오로스정60(니페디핀)
223,씨프로유로서방정500밀리그람
224,씨프로유로서방정1000밀리그람
225,갈미정(갈근탕가오미엑스정)
226,발탄필름코팅정160밀리그램(발사르탄)
227,레보셀텍정(레보세티리진염산염)
228,부루톤정(방기황기탕엑스정)
229,아라바정10밀리그램(레플루노미드)
230,아라바정20밀리그램(레플루노미드)
231,플루코팜캡슐(플루코나졸)
232,심바롤정(심바스타틴)
233,콘센비타연질캡슐
234,글리팜정(글리메피리드)
235,코큐텐연질캡슐
236,후라베린큐정
237,레모신에프트로키
238,세토람정5밀리그람(토라세미드)
239,심바틴정20밀리그람(수출명:Austin)(심바스타틴)
240,동화산사멜연질캅셀
241,동화실마딘연질캡슐(수출명: CANDINIL soft cap)
242,엠코발캡슐(메코발라민)
243,티비에프정125밀리그램(테르비나핀염산염)
244,동화덴스톨캡슐
245,티알부틴정(트리메부틴말레산염)
246,페노베이트캡슐(미세화페노피브레이트구형과립)
247,디푸란캡슐(플루코나졸)
248,엠코발500마이크로그램캡슐(메코발라민)
249,후시딘정(퓨시드산나트륨정)
250,헬스칼정500밀리그램(오이스터쉘파우더)
251,판콜에이캡슐
252,심바틴정10밀리그람(심바스타틴)
253,에페로신정(에페리손염산염)
254,페리닥터캡슐
255,제스라-제트연질캡슐
256,일동올베탐캡슐(아시피목스)
257,이부스트린정200밀리그램(인도부펜)
258,로도질정
259,오메큐캡슐(오메프라졸)
260,파스틱정30밀리그램(나테글리니드)
261,밤부톨정(염산밤부테롤)
262,브로멜린장용정(브로멜라인)
263,알도스텐캡슐300밀리그램(에르도스테인)
264,씨제이베사코린정(베타네콜염화물)
265,속코정
266,웅코나졸캡슐50밀리그램(플루코나졸)
267,아벨록스정400밀리그람(목시플록사신염산염)
268,레비트라정5밀리그램(바데나필염산염)
269,레비트라정10밀리그램(바데나필염산염)
270,레비트라정20밀리그램(바데나필염산염)
271,바이엘아스피린정500밀리그람
272,아달라트연질캅셀10밀리그람(니페디핀)
273,아스피린프로텍트정100밀리그람
274,아달라트연질캅셀5밀리그람(니페디핀)
275,엘피진정(레보드로프로피진)
276,이코나졸정200밀리그램(이트라코나졸)
277,로랑캡슐(플루옥세틴염산염)
278,스부롤정(부스피론염산염)
279,셀비몬연질캅셀
280,자스판정(푸마르산케토티펜)(수출용)
281,프릴정(에날라프릴말레산염)
282,유글렉스정2밀리그램(글리메피리드)
283,"디아민정(글리클라짓)(수출명:Bee-DiaminTablet,Meracron 80mg Tab)"
284,슬렌콘정250밀리그람(클로르페네신카르바메이트)
285,동화록소닌정(록소프로펜나트륨수화물)
286,페민업정
287,라니신정(수출명:도한(DOHAN)정)
288,옥티로늄정(옥틸로늄브롬화물)
289,뮤코세린캅셀(아세틸시스테인)
290,휴텍스에이에이피정325밀리그람(아세트아미노펜제피세립)
291,안타볼정
292,휴텍스파모티딘정10밀리그람
293,"락스티날캡슐(락토바실루스아시도필루스틴달화동결건조물)(수출명: HANKOOK BIOTOP CAPSULE, HUTECSPHARMLACSTINAL CAPSULE)"
294,휴텍스이부프로펜정
295,미오겔정(수출명:MondugelTablet)
296,아나폴테정(세라티오펩티다제)
297,티가탄정(옥수수불검화정량추출물)
298,유니바스크플러스정7.5/12.5밀리그람
299,유니바스크플러스정15/25밀리그람
300,로페라민캡슐
301,훼리탑에프캡슐
302,리세바에프연질캡슐
303,아로나민씨플러스정
304,써큐록신정(은행엽엑스)
305,록사신정(록시트로마이신)
306,유니바스크정15밀리그램(모엑시프릴염산염)
307,에란탄지속정60밀리그램(이소소르비드-5-모노니트레이트)
308,이소켓서방정40밀리그램(이소소르비드이질산염)
309,세트린정(세티리진염산염)(수출명:ANTIRIZINtab)
310,유로탐스서방정(탐스로신염산염)
311,펜톡신서방정400밀리그램(펜톡시필린)
312,엔타신정
313,레큐틴정(트리메부틴말레산염)
314,진코라이프정120mg(은행엽건조엑스)
315,잘트론정(잘토프로펜)
316,휴텍스플루코나졸캡슐50밀리그람(플루코나졸)
317,세포드릴캡슐(세파드록실수화물)
318,맥스디오정80mg(발사르탄)
319,크라볼정(말산클레보프리드)
320,동화세파클러캡슐(세파클러수화물)
321,유니바스크정7.5밀리그램(모엑시프릴염산염)
322,보령니모디핀정30mg
323,로얄라민연질캡슐
324,셀렉시드정(염산피브메실리남)
325,덴티넥스캡슐
326,시폭사신정250밀리그람(시프로플록사신염산염수화물)
327,지브론정
328,동화은행엽엑스정
329,이소켓서방캡슐120밀리그램(이소소르비드이질산염)
330,훼리탑캡슐(글루콘산제이철나트륨착염)
331,라니원정
332,티알피정(티로프라미드염산염)
333,그루리스정(글리메피리드)
334,에렉신정(에페리손염산염)
335,젠티큐연질캡슐
336,실리세프연질캡슐(밀크시슬엑스)
337,아로나민아이정
338,가스프리드정(모사프리드시트르산염수화물)
339,콘플러스정(황산콘드로이틴나트륨)
340,레브론정(레보드로프로피진)
341,프론크논캡슐(배농산급탕)
342,모두펜정
343,덱사소론정0.75밀리그람(덱사메타손)
344,펜타인정(펜터민염산염)
345,메로드정5밀리그람(디아제팜)
346,알작스정0.5밀리그램(알프라졸람)
347,알작스정0.25밀리그람(알프라졸람)
348,비스본정(알렌드론산나트륨수화물)
349,글리텍엠정2/500밀리그램
350,발데사르플러스정160/12.5mg
351,프라스탄정5밀리그람(프라바스타틴나트륨)
352,비바팍신서방캡슐75밀리그램(벤라팍신염산염)
353,트리시브정
354,악토넬정150밀리그램(리세드론산나트륨)
355,페니마돌캡슐(트라마돌염산염)
356,피오벡스정15mg(피오글리타존염산염)
357,카소비트정(비칼루타미드)
358,로세틴캡슐(플루옥세틴염산염)
359,로라반정0.5밀리그램(로라제팜)
360,알프람정0.25밀리그램(알프라졸람)(수출명:Alpram Tablet 0.25mg)
361,티프라정100밀리그램(티로프라미드염산염)
362,록소디펜정(록소프로펜나트륨수화물)
363,심바타정(심바스타틴)(수출용)
364,메로빅캡슐(멜록시캄)
365,셀트리온클래리트로마이신정250밀리그램
366,오피둘서방캡슐30밀리그람(황산모르핀)
367,셀트리온아테놀롤정
368,이무테라정(아자티오프린)
369,셀트리온파모티딘정20밀리그람
370,셀트리온돔페리돈정(수출용)
371,알츠필정(도네페질염산염)
372,아티반정1밀리그람(로라제팜)
373,팍세틸씨알정(파록세틴염산염수화물)
374,메리톤서방정(트리메부틴말레산염)
375,자니딥정20밀리그램(레르카니디핀염산염)
376,하론드정(히드로코르티손)(수출용)
377,리마노스정(리마프로스트 알파-시클로덱스트린포접화합물)
378,클로틴정500mg(클래리트로마이신)
379,레인보우정(레보드로프로피진)
380,액토스정30밀리그램(피오글리타존염산염)
381,인디비나정1밀리그램/5밀리그램
382,인디비나정1밀리그램/2.5밀리그램
383,디비나정
384,디비나정
385,카네드정(침강탄산칼슘)
386,옥시콘틴서방정10밀리그램(옥시코돈염산염)
387,아이알코돈정5밀리그램(옥시코돈염산염)
388,로우칼정(펜터민염산염)
389,암페몬정(디에틸프로피온염산염)
390,인디비나정2밀리그램/5밀리그램
391,마이프로돌캡슐
392,액틱구강정200마이크로그램(구연산펜타닐)
393,액틱구강정600마이크로그램(구연산펜타닐)
394,액틱구강정800마이크로그램(구연산펜타닐)
395,액틱구강정1200마이크로그램(구연산펜타닐)
396,액틱구강정1600마이크로그램(구연산펜타닐)
397,한불펜터민캡슐(염산펜터민)
398,옥시콘틴서방정40밀리그램(옥시코돈염산염)
399,씬스펜정(펜터민염산염)
400,마이폴캡슐
401,데코인정(코데인인산염수화물)
402,에스몰핀정(모르핀황산염수화물)
403,디에트정(펜디메트라진타르타르산염)
404,틴틴정(펜터민염산염)
405,라이트진정(펜디메트라진타르타르산염)
406,비엠진정(펜터민염산염)
407,네오메디코푸정
408,한풍이부프로펜정
409,시알리스정20밀리그램(타다라필)
410,자이프렉사정2.5밀리그램(올란자핀)
411,리버티정10밀리그램(클로르디아제폭시드염산염)
412,라제팜정(플루니트라제팜)
413,로라반정1밀리그램(로라제팜)
414,트리돌솔루블정50mg(트라마돌염산염)
415,할시온정0.25밀리그램(트리아졸람)
416,페라본캡슐
417,네오나제정(스트렙토키나제.스트렙토도르나제)
418,메타데이트CD서방캡슐20밀리그램(메틸페니데이트염산염)
419,메타데이트CD서방캡슐10밀리그램(메틸페니데이트염산염)
420,메타데이트CD서방캡슐30밀리그램(메틸페니데이트염산염)
421,시프로셀정250밀리그램(시프로플록사신염산염수화물)
422,세디엘정5밀리그램(탄도스피론시트르산염)
423,세디엘정10밀리그램(탄도스피론시트르산염)
424,마이에신정(은교산엑스)
425,자이프렉사정5밀리그램(올란자핀)
426,자이프렉사정10밀리그램(올란자핀)
427,메노폰정
428,비타삐씨정(수출명:고려은단비타삐씨정)
429,글리메정(글리메피리드)(GLIMETablet)
430,웰트민정(펜터민염산염)
431,리드써클연질캡슐
432,파로베캡슐
433,보령세파클러캡슐(세파클러수화물)
434,글루코닐정(메트포르민염산염)
435,빅손정(에틸로플라제페이트)
436,빅손정1밀리그람(에틸로플라제페이트)
437,오피둘서방캡슐10밀리그람(황산모르핀)
438,소멕스정25단위(칼리디노게나제)
439,동아트랑센캡슐5밀리그램(클로라제핀산칼륨
440,동아트랑센캡슐10밀리그램(클로라제핀산칼륨)
441,로페리놀캡슐
442,라니티스정
443,센티콜캡슐
444,테라틴정(염산테라조신)
445,이베스딜정150밀리그램(이르베사르탄)
446,국제아테놀롤정
447,트리람정0.25밀리그램(트리아졸람)
448,페니드정5밀리그램(메틸페니데이트염산염)
449,페니드정10밀리그램(메틸페니데이트염산염)
450,알프람정0.4밀리그램(알프라졸람)
451,리버티정5밀리그램(클로르디아제폭시드염산염)
452,라베피아정10밀리그램(라베프라졸나트륨)
453,디피온정(디에틸프로피온염산염)
454,리페노딜정(리마프로스트알파덱스)
455,드로프정(레보드로프로피진)
456,고덱스캡슐
457,솔프란정(암브록솔염산염)
458,노스민정(세티리진염산염)
459,졸피람정10밀리그램(졸피뎀타르타르산염)
460,스트라테라캡슐25밀리그램(아토목세틴염산염)
461,스트라테라캡슐40밀리그램(아토목세틴염산염)
462,스트라테라캡슐60밀리그램(아토목세틴염산염)
463,설페린에프캡슐
464,드라코에스캡슐
465,푸로작캡슐20밀리그램(플루옥세틴염산염)
466,푸로작캡슐20밀리그램(플루옥세틴염산염)
467,바이오파워캡슐
468,비트콜정(갈근탕)
469,베아로신캡슐0.2밀리그램(탐스로신염산염)
470,인후신캡슐(은교산건조엑스)
471,유로펜정
472,로자살탄플러스프로정
473,향감캡슐
474,레나젤정400(세벨라머염산염)
475,자이프렉사자이디스확산정10밀리그램(미세올란자핀)
476,스트라테라캡슐10밀리그램(아토목세틴염산염)
477,스트라테라캡슐18밀리그램(아토목세틴염산염)
478,엘티딘정(라니티딘염산염)
479,아스카캡슐
480,베렐란서방캡슐120밀리그램(염산베라파밀)
481,옥시콘틴서방정20밀리그램(옥시코돈염산염)
482,고려은단비타민씨정(아스코르브산)
483,마메이드정
484,안티락틴정(브로모크립틴메실레이트)
485,레바트정(레바미피드)
486,칼딥정(레르카니디핀염산염)
487,웰피온정(디에틸프로피온염산염)
488,슬리펠정(디펜히드라민염산염)
489,네오파정(레보설피리드)
490,셀트리온오플록신정100밀리그램(오플록사신)
491,아졸락정0.4밀리그람(알프라졸람)
492,아졸락정0.5밀리그람(알프라졸람)
493,셀트리온트리메부틴말레산염정
494,오라페론캡슐(글리코포스포펩티컬)
495,유유알로푸리놀정
496,테누아트정(디에틸프로피온염산염)
497,아큐프릴정10밀리그램(퀴나프릴염산염)
498,뉴론틴캡슐100밀리그램(가바펜틴)
499,뉴론틴캡슐300밀리그램(가바펜틴)
500,수텐캡슐12.5밀리그램(수니티닙말산염)
501,수텐캡슐25밀리그램(수니티닙말산염)
502,노바스크정5밀리그람(암로디핀베실산염)
503,라리암정250밀리그람(염산메프로퀸)
504,파루탈정(메드록시프로게스테론아세테이트)
505,싸이토텍정200마이크로그람(미소프로스톨)
506,오젠정0.625mg
507,오젠정1.25mg
508,젤로다정150밀리그램(카페시타빈)
509,타미플루캡슐75밀리그램(인산오셀타미비르)
510,부루펜정200밀리그램(이부프로펜)
511,엘페낙캡슐(아세클로페낙)
512,코디바드정160/12.5밀리그램
513,엑셀론캡슐4.5밀리그램(리바스티그민타르타르산염)
514,엑셀론캡슐6.0밀리그램(리바스티그민타르타르산염)
515,부루펜정400밀리그램(이부프로펜)
516,부루펜정600밀리그람(이부프로펜)
517,알루실산정
518,마도파확산정125
519,파로닉스캡슐
520,셉트린정
521,프로베라정2.5mg(초산메드록시프로게스테론)
522,콤탄정200밀리그램(엔타카폰)
523,카이트릴정1밀리그램(그라니세트론염산염)
524,프로베라정10mg(메드록시프로게스테론아세테이트)
525,프로베라정5mg(메드록시프로게스테론아세테이트)
526,리트모놈정300mg(염산프로파페논)
527,리트모놈정150mg(염산프로파페논)
528,팜비어정750밀리그램(팜시클로비르)
529,다이나써크서방캡슐(이스라디핀)
530,니코틴엘로젠즈민트향트로키1밀리그램(니코틴타르타르산염수화물)
531,스타레보필름코팅정50/12.5/200밀리그램
532,딜리드정2밀리그램(히드로모르폰염산염)
533,콩코르정2.5밀리그램(비소프롤롤푸마르산염)
534,써티칸정0.5밀리그램(에베로리무스)
535,써티칸정1.0밀리그램(에베로리무스)
536,헥살렌캅셀50밀리그람(알트레타민)
537,글루코반스정500/5밀리그램
538,글루코반스정250/1.25밀리그람
539,콩코르정5밀리그램(비소프롤롤푸마르산염)
540,글루코파지엑스알서방정(메트포르민염산염)
541,크라빅스정(클로피도그렐황산수소염)
542,자디텐정(케토티펜푸마르산염)
543,테그레톨정200밀리그램(카르바마제핀)
544,산디문뉴오랄연질캡슐25밀리그램(사이클로스포린)
545,산디문뉴오랄연질캡슐100밀리그램(사이클로스포린)
546,레스콜캡슐20밀리그램(플루바스타틴나트륨)
547,그린비정
548,대원디아제팜정2밀리그램(수출명:디아잠정2밀리그램)(수출명2:트레즈콘정2밀리그램)
549,팔로델정(브로모크립틴메실산염)
550,마도파에취비에스캅셀125
551,스타레보필름코팅정100/25/200밀리그램
552,스타레보필름코팅정150/37.5/200밀리그램
553,시바쎈정10밀리그램(베나제프릴염산염)
554,타쎄바정150밀리그램(엘로티닙염산염)
555,마도파정125
556,디오반필름코팅정40밀리그램(발사르탄)
557,베로카퍼포먼스정
558,타쎄바정25밀리그램(엘로티닙염산염)
559,본비바정150밀리그람(이반드론산나트륨일수화물)
560,셀셉트캡슐250밀리그램(미코페놀레이트모페틸)
561,브이펜드정50밀리그람(보리코나졸)
562,락토민캡슐(락토바실루스아시도필루스균틴달화동결건조물)
563,하나인산코데인정
564,엠에스알서방정10밀리그램(모르핀황산염수화물)
565,디오반필름코팅정80밀리그램(발사르탄)
566,카듀엣정5mg/10mg
567,카듀엣정5mg/20mg
568,카듀엣정5mg/40mg
569,리피토정10밀리그램(아토르바스타틴칼슘삼수화물)
570,젤독스캡슐60밀리그램(염산지프라시돈일수화물)
571,디오반필름코팅정160밀리그램(발사르탄)
572,트리렙탈필름코팅정150밀리그램(옥스카르바제핀)
573,트리렙탈필름코팅정600밀리그램(옥스카르바제핀)
574,젤독스캡슐80밀리그램(염산지프라시돈일수화물)
575,리리카캡슐75밀리그램(프레가발린)
576,리리카캡슐150밀리그램(프레가발린)
577,비엠쿨캡슐
578,지민캡슐
579,팜비어정250밀리그램(팜시클로비르)
580,라니탁정(라니티딘염산염)
581,마이폴틱장용정180밀리그램(미코페놀레이트나트륨)
582,니코틴엘로젠즈민트향트로키2밀리그람(이주석산니코틴이수화물)
583,니코틴엘껌2밀리그램(니코틴)
584,엑스자이드확산정500밀리그램(데페라시록스)
585,엑스자이드확산정250밀리그램(데페라시록스)
586,로아큐탄캡슐10밀리그람(이소트레티노인)
587,로칼트롤연질캡슐0.25마이크로그람(칼시트리올)
588,살로팔크정(메살라진)
589,엑스자이드확산정125밀리그램(데페라시록스)
590,페마라정(레트로졸)
591,코디오반정160/12.5밀리그램
592,비아그라정25밀리그람(실데나필시트르산염)
593,비아그라정50밀리그람(실데나필시트르산염)
594,리피토정20밀리그램(아토르바스타틴칼슘삼수화물)
595,리피토정40밀리그램(아토르바스타틴칼슘삼수화물)
596,클로자릴정100밀리그램(클로자핀)
597,투비렉스연질캅셀1000아이유(비타민이)
598,에스파이트골드디엑스정
599,디오르탄정160mg(발사르탄)
600,포리부틴정150mg(트리메부틴말레산염)
601,케프라정250밀리그램(레비티라세탐)
602,케프라정500밀리그램(레비티라세탐)
603,케프라정1000밀리그램(레비티라세탐)
604,지르텍노즈정
605,포리부틴서방정(트리메부틴말레산염)
606,미클라캡슐(세파클러수화물)
607,포리부틴에프연질캡슐(수출용)
608,콜맥스질연질캅셀(프로메스트리엔)
609,헤모바이캅셀(글루콘산제이철나트륨)
610,리드페시아정(피나스테리드)
611,라노졸정15밀리그램(란소프라졸)
612,루이박정
613,아시원정(방풍통성산엑스정)
614,알보젠카베디롤정12.5밀리그램(카르베딜롤)
615,비알빅스정(클로피도그렐캄실산염)
616,래브론정(레보드로프로피진)
617,암톡스캅셀(폴리사카라이드케이)
618,자이로릭정(알로푸리놀)
619,테모달캡슐20밀리그램(테모졸로미드)
620,테모달캡슐100밀리그램(테모졸로미드)
621,테모달캡슐250밀리그램(테모졸로미드)
622,유렉신정250밀리그램(플루타미드)
623,콜셉틴질정
624,쎄레브렉스캡슐100밀리그램(세레콕시브)
625,젤독스캡슐40밀리그램(염산지프라시돈일수화물)
626,지스로맥스정250밀리그람(아지트로마이신수화물)
627,졸로푸트정50밀리그람(설트랄린염산염)
628,"레보탈정(레보설피리드)(수출명:비레보탈정, 제우디핀정)"
629,바이브라마이신-엔정100밀리그람(독시사이클린수화물)
630,뉴론틴정600밀리그램(가바펜틴)
631,디프콜캡슐
632,훼미영정
633,한풍안토시드정
634,슬레민정(펜터민염산염)
635,프론크논정(배농산급탕)
636,트리신정(트리메부틴말레산염)
637,디트루시톨SR캡슐4밀리그람(톨터로딘-L-타르타르산염)
638,뉴론틴정800밀리그램(가바펜틴)
639,에스트라시트캡슐140밀리그램(에스트라머스틴인산나트륨수화물)
640,디트루시톨SR캡슐2밀리그람(톨터로딘-L-타르타르산염)
641,알닥톤필름코팅정25밀리그람(스피로노락톤)
642,세프로심정(세푸록심악세틸)
643,금원연질캡슐
